진입날짜,청산날짜,진입가,청산가,수익률,매매근거
2023-02-23,2023-03-02,676823.2417279412,705645.375,0.04258443193894377," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-02-23  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩683,928 - 종가: ₩676,823 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 10.8 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩676,823 - 청산가: ₩705,645 - 청산 사유: 목표 밴드 도달 (중심선) - 수익률: +4.26% "
2023-04-24,2023-04-25,730492.0086756374,701669.875,-0.03945578231292521," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-04-24  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩735,861 - 종가: ₩721,547 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 16.9 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩730,492 - 청산가: ₩701,670 - 청산 사유: 손절매 - 수익률: -3.95% "
2023-04-26,2023-05-10,698688.2749645893,667878.5,-0.044096596534628794," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-04-26  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩714,104 - 종가: ₩698,688 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 14.9 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩698,688 - 청산가: ₩667,878 - 청산 사유: 손절매 - 수익률: -4.41% "
2023-05-12,2023-05-17,661915.2535237389,686761.9375,0.03753756065295141," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-05-12  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩666,558 - 종가: ₩660,921 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 0.0 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩661,915 - 청산가: ₩686,762 - 청산 사유: 목표 밴드 도달 (중심선) - 수익률: +3.75% "
2023-06-20,2023-06-27,699682.1755395683,673841.6875,-0.03693175121924622," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-06-20  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩711,916 - 종가: ₩697,694 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 14.9 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩699,682 - 청산가: ₩673,842 - 청산 사유: 손절매 - 수익률: -3.69% "
2023-06-28,2023-07-03,652970.5029135338,712602.4375,0.09132408634140494," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-06-28  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩669,698 - 종가: ₩652,970 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 0.0 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩652,971 - 청산가: ₩712,602 - 청산 사유: 목표 밴드 도달 (중심선) - 수익률: +9.13% "
2023-08-02,2023-08-07,644025.6126760563,613215.8125,-0.04783940198905351," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-08-02  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩654,476 - 종가: ₩646,013 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 10.3 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩644,026 - 청산가: ₩613,216 - 청산 사유: 손절매 - 수익률: -4.78% "
2023-08-08,2023-08-21,610234.2261435331,586381.375,-0.039088025747547474," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-08-08  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩621,205 - 종가: ₩610,234 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 11.1 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩610,234 - 청산가: ₩586,381 - 청산 사유: 손절매 - 수익률: -3.91% "
2023-08-23,2023-08-28,584393.6742424242,595326.1875,0.01870744626342527," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-08-23  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩587,348 - 종가: ₩582,406 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 19.5 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩584,394 - 청산가: ₩595,326 - 청산 사유: 목표 밴드 도달 (중심선) - 수익률: +1.87% "
2023-09-13,2023-09-21,559546.9855522261,534700.3125,-0.04440498062500415," **매수 근거 (BB-RSI 역추세)**  📊 **시그널 발생일**: 2023-09-13  📉 **과매도 조건 충족**: - Bollinger Lower Band: ₩566,090 - 종가: ₩554,578 - 종가 ≤ Lower Band: ✅  📈 **RSI 조건 충족**: - RSI(7): 9.4 - 과매도 기준: 20 - RSI ≤ 20: ✅  💰 **매매 결과**: - 진입가 (익일 시가): ₩559,547 - 청산가: ₩534,700 - 청산 사유: 손절매 - 수익률: -4.44% "
