date,return,entry_price,exit_price,ticker,rationale,original_return
2024-08-05,0.01369135472084684,72767.74712284483,73933.5859375,005930.KS,"
**매수 근거 (BB-RSI 역추세)**

📊 **시그널 발생일**: 2024-08-05

📉 **과매도 조건 충족**:
- Bollinger Lower Band: ₩70,086
- 종가: ₩69,367
- 종가 ≤ Lower Band: ✅

📈 **RSI 조건 충족**:
- RSI(14): 18.5
- 과매도 기준: 40
- RSI ≤ 40: ✅

💰 **매매 결과**:
- 진입가 (익일 시가): ₩72,768
- 청산가: ₩73,934
- 청산 사유: RSI 과매수 (60 이상)
- 수익률: +1.60%
",0.016021367443010585
2024-08-02,0.06661156154869596,165984.7869955157,177445.625,000660.KS,"
**매수 근거 (BB-RSI 역추세)**

📊 **시그널 발생일**: 2024-08-02

📉 **과매도 조건 충족**:
- Bollinger Lower Band: ₩176,618
- 종가: ₩171,122
- 종가 ≤ Lower Band: ✅

📈 **RSI 조건 충족**:
- RSI(14): 19.3
- 과매도 기준: 40
- RSI ≤ 40: ✅

💰 **매매 결과**:
- 진입가 (익일 시가): ₩165,985
- 청산가: ₩177,446
- 청산 사유: RSI 과매수 (60 이상)
- 수익률: +6.90%
",0.06904752063087527
2024-04-16,0.07132509621526033,366000.0,393000.0,373220.KS,"
**매수 근거 (BB-RSI 역추세)**

📊 **시그널 발생일**: 2024-04-16

📉 **과매도 조건 충족**:
- Bollinger Lower Band: ₩368,120
- 종가: ₩366,000
- 종가 ≤ Lower Band: ✅

📈 **RSI 조건 충족**:
- RSI(14): 21.8
- 과매도 기준: 40
- RSI ≤ 40: ✅

💰 **매매 결과**:
- 진입가 (익일 시가): ₩366,000
- 청산가: ₩393,000
- 청산 사유: 목표 밴드 도달 (중심선)
- 수익률: +7.38%
",0.07377049180327869
2024-05-29,0.04731028445238989,342000.0,359000.0,373220.KS,"
**매수 근거 (BB-RSI 역추세)**

📊 **시그널 발생일**: 2024-05-29

📉 **과매도 조건 충족**:
- Bollinger Lower Band: ₩349,390
- 종가: ₩342,000
- 종가 ≤ Lower Band: ✅

📈 **RSI 조건 충족**:
- RSI(14): 16.4
- 과매도 기준: 40
- RSI ≤ 40: ✅

💰 **매매 결과**:
- 진입가 (익일 시가): ₩342,000
- 청산가: ₩359,000
- 청산 사유: 목표 밴드 도달 (중심선)
- 수익률: +4.97%
",0.049707602339181284
2024-11-15,0.07754215784215801,375000.0,405000.0,373220.KS,"
**매수 근거 (BB-RSI 역추세)**

📊 **시그널 발생일**: 2024-11-15

📉 **과매도 조건 충족**:
- Bollinger Lower Band: ₩379,055
- 종가: ₩371,000
- 종가 ≤ Lower Band: ✅

📈 **RSI 조건 충족**:
- RSI(14): 38.0
- 과매도 기준: 40
- RSI ≤ 40: ✅

💰 **매매 결과**:
- 진입가 (익일 시가): ₩375,000
- 청산가: ₩405,000
- 청산 사유: 목표 밴드 도달 (중심선)
- 수익률: +8.00%
",0.08
2024-05-29,0.03756705264005009,1116251.125,1160839.625,207940.KS,"
**매수 근거 (BB-RSI 역추세)**

📊 **시그널 발생일**: 2024-05-29

📉 **과매도 조건 충족**:
- Bollinger Lower Band: ₩1,135,037
- 종가: ₩1,117,789
- 종가 ≤ Lower Band: ✅

📈 **RSI 조건 충족**:
- RSI(14): 18.6
- 과매도 기준: 40
- RSI ≤ 40: ✅

💰 **매매 결과**:
- 진입가 (익일 시가): ₩1,116,251
- 청산가: ₩1,160,840
- 청산 사유: RSI 과매수 (60 이상)
- 수익률: +3.99%
",0.03994486455724737
2024-11-18,0.04667701821768405,1409920.5,1479109.625,207940.KS,"
**매수 근거 (BB-RSI 역추세)**

📊 **시그널 발생일**: 2024-11-18

📉 **과매도 조건 충족**:
- Bollinger Lower Band: ₩1,419,570
- 종가: ₩1,408,383
- 종가 ≤ Lower Band: ✅

📈 **RSI 조건 충족**:
- RSI(14): 20.9
- 과매도 기준: 40
- RSI ≤ 40: ✅

💰 **매매 결과**:
- 진입가 (익일 시가): ₩1,409,920
- 청산가: ₩1,479,110
- 청산 사유: RSI 과매수 (60 이상)
- 수익률: +4.91%
",0.049073068304205804
2024-07-26,0.020197919544066793,227042.40288649706,232160.15625,005380.KS,"
**매수 근거 (BB-RSI 역추세)**

📊 **시그널 발생일**: 2024-07-26

📉 **과매도 조건 충족**:
- Bollinger Lower Band: ₩226,826
- 종가: ₩226,577
- 종가 ≤ Lower Band: ✅

📈 **RSI 조건 충족**:
- RSI(14): 24.2
- 과매도 기준: 40
- RSI ≤ 40: ✅

💰 **매매 결과**:
- 진입가 (익일 시가): ₩227,042
- 청산가: ₩232,160
- 청산 사유: RSI 과매수 (60 이상)
- 수익률: +2.25%
",0.022540958422032752
2024-10-30,0.011280319441160053,206772.32060319767,209585.5625,005380.KS,"
**매수 근거 (BB-RSI 역추세)**

📊 **시그널 발생일**: 2024-10-30

📉 **과매도 조건 충족**:
- Bollinger Lower Band: ₩206,874
- 종가: ₩206,772
- 종가 ≤ Lower Band: ✅

📈 **RSI 조건 충족**:
- RSI(14): 25.7
- 과매도 기준: 40
- RSI ≤ 40: ✅

💰 **매매 결과**:
- 진입가 (익일 시가): ₩206,772
- 청산가: ₩209,586
- 청산 사유: RSI 과매수 (60 이상)
- 수익률: +1.36%
",0.013605505265866909
2024-06-28,-0.06033780739802809,351105.5179240463,330686.625,006400.KS,"
**매수 근거 (BB-RSI 역추세)**

📊 **시그널 발생일**: 2024-06-28

📉 **과매도 조건 충족**:
- Bollinger Lower Band: ₩354,141
- 종가: ₩352,600
- 종가 ≤ Lower Band: ✅

📈 **RSI 조건 충족**:
- RSI(14): 24.7
- 과매도 기준: 40
- RSI ≤ 40: ✅

💰 **매매 결과**:
- 진입가 (익일 시가): ₩351,106
- 청산가: ₩330,687
- 청산 사유: RSI 과매수 (60 이상)
- 수익률: -5.82%
",-0.05815600120663293
2024-04-08,0.010271270329347494,395524.1587816456,400505.5625,051910.KS,"
**매수 근거 (BB-RSI 역추세)**

📊 **시그널 발생일**: 2024-04-08

📉 **과매도 조건 충족**:
- Bollinger Lower Band: ₩393,794
- 종가: ₩392,535
- 종가 ≤ Lower Band: ✅

📈 **RSI 조건 충족**:
- RSI(14): 26.5
- 과매도 기준: 40
- RSI ≤ 40: ✅

💰 **매매 결과**:
- 진입가 (익일 시가): ₩395,524
- 청산가: ₩400,506
- 청산 사유: RSI 과매수 (60 이상)
- 수익률: +1.26%
",0.012594436035712458
2024-05-30,-0.10407724939925238,351687.73630867706,315821.5625,051910.KS,"
**매수 근거 (BB-RSI 역추세)**

📊 **시그널 발생일**: 2024-05-30

📉 **과매도 조건 충족**:
- Bollinger Lower Band: ₩350,591
- 종가: ₩349,197
- 종가 ≤ Lower Band: ✅

📈 **RSI 조건 충족**:
- RSI(14): 27.0
- 과매도 기준: 40
- RSI ≤ 40: ✅

💰 **매매 결과**:
- 진입가 (익일 시가): ₩351,688
- 청산가: ₩315,822
- 청산 사유: RSI 과매수 (60 이상)
- 수익률: -10.20%
",-0.1019830096583102
2024-07-26,-0.08509384893347298,104724.99756761214,96036.84375,000270.KS,"
**매수 근거 (BB-RSI 역추세)**

📊 **시그널 발생일**: 2024-07-26

📉 **과매도 조건 충족**:
- Bollinger Lower Band: ₩104,855
- 종가: ₩104,725
- 종가 ≤ Lower Band: ✅

📈 **RSI 조건 충족**:
- RSI(14): 28.2
- 과매도 기준: 40
- RSI ≤ 40: ✅

💰 **매매 결과**:
- 진입가 (익일 시가): ₩104,725
- 청산가: ₩96,037
- 청산 사유: RSI 과매수 (60 이상)
- 수익률: -8.30%
",-0.0829616043867934
2024-10-17,0.04123188610709231,87815.79028654048,91646.0546875,000270.KS,"
**매수 근거 (BB-RSI 역추세)**

📊 **시그널 발생일**: 2024-10-17

📉 **과매도 조건 충족**:
- Bollinger Lower Band: ₩89,261
- 종가: ₩88,937
- 종가 ≤ Lower Band: ✅

📈 **RSI 조건 충족**:
- RSI(14): 29.1
- 과매도 기준: 40
- RSI ≤ 40: ✅

💰 **매매 결과**:
- 진입가 (익일 시가): ₩87,816
- 청산가: ₩91,646
- 청산 사유: 목표 밴드 도달 (중심선)
- 수익률: +4.36%
",0.04361703502822759
2024-05-29,0.02071068959858587,172653.11839788733,176633.59375,035420.KS,"
**매수 근거 (BB-RSI 역추세)**

📊 **시그널 발생일**: 2024-05-29

📉 **과매도 조건 충족**:
- Bollinger Lower Band: ₩175,154
- 종가: ₩174,444
- 종가 ≤ Lower Band: ✅

📈 **RSI 조건 충족**:
- RSI(14): 18.3
- 과매도 기준: 40
- RSI ≤ 40: ✅

💰 **매매 결과**:
- 진입가 (익일 시가): ₩172,653
- 청산가: ₩176,634
- 청산 사유: 목표 밴드 도달 (중심선)
- 수익률: +2.31%
",0.023054755043227626
2024-08-05,0.0644434313299438,159219.00252525252,169866.78125,035420.KS,"
**매수 근거 (BB-RSI 역추세)**

📊 **시그널 발생일**: 2024-08-05

📉 **과매도 조건 충족**:
- Bollinger Lower Band: ₩159,642
- 종가: ₩155,338
- 종가 ≤ Lower Band: ✅

📈 **RSI 조건 충족**:
- RSI(14): 31.4
- 과매도 기준: 40
- RSI ≤ 40: ✅

💰 **매매 결과**:
- 진입가 (익일 시가): ₩159,219
- 청산가: ₩169,867
- 청산 사유: 목표 밴드 도달 (중심선)
- 수익률: +6.69%
",0.06687504981108466
2024-04-03,0.003923862499064362,381727.81141033623,384107.625,005490.KS,"
**매수 근거 (BB-RSI 역추세)**

📊 **시그널 발생일**: 2024-04-03

📉 **과매도 조건 충족**:
- Bollinger Lower Band: ₩380,394
- 종가: ₩379,348
- 종가 ≤ Lower Band: ✅

📈 **RSI 조건 충족**:
- RSI(14): 17.4
- 과매도 기준: 40
- RSI ≤ 40: ✅

💰 **매매 결과**:
- 진입가 (익일 시가): ₩381,728
- 청산가: ₩384,108
- 청산 사유: RSI 과매수 (60 이상)
- 수익률: +0.62%
",0.0062343206822454995
2024-05-30,0.023589902029467688,352693.628175813,361842.40625,005490.KS,"
**매수 근거 (BB-RSI 역추세)**

📊 **시그널 발생일**: 2024-05-30

📉 **과매도 조건 충족**:
- Bollinger Lower Band: ₩352,010
- 종가: ₩351,742
- 종가 ≤ Lower Band: ✅

📈 **RSI 조건 충족**:
- RSI(14): 26.8
- 과매도 기준: 40
- RSI ≤ 40: ✅

💰 **매매 결과**:
- 진입가 (익일 시가): ₩352,694
- 청산가: ₩361,842
- 청산 사유: RSI 과매수 (60 이상)
- 수익률: +2.59%
",0.02593973166316022
2024-07-24,0.009408831125974588,326856.2936005626,330690.40625,005490.KS,"
**매수 근거 (BB-RSI 역추세)**

📊 **시그널 발생일**: 2024-07-24

📉 **과매도 조건 충족**:
- Bollinger Lower Band: ₩336,593
- 종가: ₩332,128
- 종가 ≤ Lower Band: ✅

📈 **RSI 조건 충족**:
- RSI(14): 34.3
- 과매도 기준: 40
- RSI ≤ 40: ✅

💰 **매매 결과**:
- 진입가 (익일 시가): ₩326,856
- 청산가: ₩330,690
- 청산 사유: RSI 과매수 (60 이상)
- 수익률: +1.17%
",0.011730270227327786
