date,return,entry_price,exit_price,ticker,rationale,original_return
2024-08-05,0.06832174524652092,72767.74712284483,77916.875,005930.KS,"
**매수 근거 (BB-RSI 역추세)**

📊 **시그널 발생일**: 2024-08-05

📉 **과매도 조건 충족**:
- Bollinger Lower Band: ₩71,530
- 종가: ₩69,367
- 종가 ≤ Lower Band: ✅

📈 **RSI 조건 충족**:
- RSI(17): 25.0
- 과매도 기준: 30
- RSI ≤ 30: ✅

💰 **매매 결과**:
- 진입가 (익일 시가): ₩72,768
- 청산가: ₩77,917
- 청산 사유: 목표 밴드 도달 (중심선)
- 수익률: +7.08%
",0.07076112811988716
2024-11-13,0.1269252478330713,49044.55982277054,55394.9453125,005930.KS,"
**매수 근거 (BB-RSI 역추세)**

📊 **시그널 발생일**: 2024-11-13

📉 **과매도 조건 충족**:
- Bollinger Lower Band: ₩50,406
- 종가: ₩49,435
- 종가 ≤ Lower Band: ✅

📈 **RSI 조건 충족**:
- RSI(17): 28.6
- 과매도 기준: 30
- RSI ≤ 30: ✅

💰 **매매 결과**:
- 진입가 (익일 시가): ₩49,045
- 청산가: ₩55,395
- 청산 사유: 목표 밴드 도달 (중심선)
- 수익률: +12.95%
",0.1294819550359403
2024-05-30,0.09253476704291204,331500.0,363000.0,373220.KS,"
**매수 근거 (BB-RSI 역추세)**

📊 **시그널 발생일**: 2024-05-30

📉 **과매도 조건 충족**:
- Bollinger Lower Band: ₩328,628
- 종가: ₩328,000
- 종가 ≤ Lower Band: ✅

📈 **RSI 조건 충족**:
- RSI(17): 15.8
- 과매도 기준: 30
- RSI ≤ 30: ✅

💰 **매매 결과**:
- 진입가 (익일 시가): ₩331,500
- 청산가: ₩363,000
- 청산 사유: 목표 밴드 도달 (중심선)
- 수익률: +9.50%
",0.09502262443438914
2024-02-29,0.07605227068158239,1194665.375,1288455.125,207940.KS,"
**매수 근거 (BB-RSI 역추세)**

📊 **시그널 발생일**: 2024-02-29

📉 **과매도 조건 충족**:
- Bollinger Lower Band: ₩1,194,298
- 종가: ₩1,190,053
- 종가 ≤ Lower Band: ✅

📈 **RSI 조건 충족**:
- RSI(17): 23.6
- 과매도 기준: 30
- RSI ≤ 30: ✅

💰 **매매 결과**:
- 진입가 (익일 시가): ₩1,194,665
- 청산가: ₩1,288,455
- 청산 사유: 목표 밴드 도달 (중심선)
- 수익률: +7.85%
",0.07850713008234628
2024-08-05,0.08959510642882562,217272.1381316489,237277.921875,005380.KS,"
**매수 근거 (BB-RSI 역추세)**

📊 **시그널 발생일**: 2024-08-05

📉 **과매도 조건 충족**:
- Bollinger Lower Band: ₩209,553
- 종가: ₩208,432
- 종가 ≤ Lower Band: ✅

📈 **RSI 조건 충족**:
- RSI(17): 26.6
- 과매도 기준: 30
- RSI ≤ 30: ✅

💰 **매매 결과**:
- 진입가 (익일 시가): ₩217,272
- 청산가: ₩237,278
- 청산 사유: 목표 밴드 도달 (중심선)
- 수익률: +9.21%
",0.09207707861386828
2024-05-30,0.023146814078157135,351687.73630867706,360654.28125,051910.KS,"
**매수 근거 (BB-RSI 역추세)**

📊 **시그널 발생일**: 2024-05-30

📉 **과매도 조건 충족**:
- Bollinger Lower Band: ₩358,788
- 종가: ₩349,197
- 종가 ≤ Lower Band: ✅

📈 **RSI 조건 충족**:
- RSI(17): 25.2
- 과매도 기준: 30
- RSI ≤ 30: ✅

💰 **매매 결과**:
- 진입가 (익일 시가): ₩351,688
- 청산가: ₩360,654
- 청산 사유: 목표 밴드 도달 (중심선)
- 수익률: +2.55%
",0.025495756648884055
2024-08-05,0.03429870143464716,94261.8429132181,97718.421875,000270.KS,"
**매수 근거 (BB-RSI 역추세)**

📊 **시그널 발생일**: 2024-08-05

📉 **과매도 조건 충족**:
- Bollinger Lower Band: ₩93,221
- 종가: ₩89,964
- 종가 ≤ Lower Band: ✅

📈 **RSI 조건 충족**:
- RSI(17): 21.2
- 과매도 기준: 30
- RSI ≤ 30: ✅

💰 **매매 결과**:
- 진입가 (익일 시가): ₩94,262
- 청산가: ₩97,718
- 청산 사유: 목표 밴드 도달 (중심선)
- 수익률: +3.67%
",0.036669970106187985
2024-08-05,0.027018317822761068,159219.00252525252,163896.0625,035420.KS,"
**매수 근거 (BB-RSI 역추세)**

📊 **시그널 발생일**: 2024-08-05

📉 **과매도 조건 충족**:
- Bollinger Lower Band: ₩160,908
- 종가: ₩155,338
- 종가 ≤ Lower Band: ✅

📈 **RSI 조건 충족**:
- RSI(17): 29.7
- 과매도 기준: 30
- RSI ≤ 30: ✅

💰 **매매 결과**:
- 진입가 (익일 시가): ₩159,219
- 청산가: ₩163,896
- 청산 사유: 목표 밴드 도달 (중심선)
- 수익률: +2.94%
",0.029375011151735384
2024-04-03,0.01263458318802997,381727.81141033623,387439.40625,005490.KS,"
**매수 근거 (BB-RSI 역추세)**

📊 **시그널 발생일**: 2024-04-03

📉 **과매도 조건 충족**:
- Bollinger Lower Band: ₩379,572
- 종가: ₩379,348
- 종가 ≤ Lower Band: ✅

📈 **RSI 조건 충족**:
- RSI(17): 28.5
- 과매도 기준: 30
- RSI ≤ 30: ✅

💰 **매매 결과**:
- 진입가 (익일 시가): ₩381,728
- 청산가: ₩387,439
- 청산 사유: 목표 밴드 도달 (중심선)
- 수익률: +1.50%
",0.01496248025146934
2024-08-05,0.0836020051599179,306248.0607980333,332607.4375,005490.KS,"
**매수 근거 (BB-RSI 역추세)**

📊 **시그널 발생일**: 2024-08-05

📉 **과매도 조건 충족**:
- Bollinger Lower Band: ₩307,785
- 종가: ₩301,455
- 종가 ≤ Lower Band: ✅

📈 **RSI 조건 충족**:
- RSI(17): 23.1
- 과매도 기준: 30
- RSI ≤ 30: ✅

💰 **매매 결과**:
- 진입가 (익일 시가): ₩306,248
- 청산가: ₩332,607
- 청산 사유: 목표 밴드 도달 (중심선)
- 수익률: +8.61%
",0.08607197914422177
